client_ip,server_ip,client_port,server_port,proto,packets_total,packets_c2s,packets_s2c,bytes_cap_total,bytes_cap_c2s,bytes_cap_s2c,bytes_wire_total,bytes_wire_c2s,bytes_wire_s2c,first_ts_ns,last_ts_ns,duration_ns,tcp_syn_total,tcp_syn_c2s,tcp_synack_s2c,tcp_ack_total,tcp_fin_total,tcp_rst_total,tcp_psh_total,tls_client_hello_c2s,ja4_legacy_version,ja4_cipher_suites_count,ja4_extensions_count,ja4_has_sni,ja4_alpn,ja4_cipher_suites,ja4_extensions,avg_wirelen_total,anomaly_score,is_anomaly,ja4_present,duration_s,bytes_per_packet,bytes_per_s,c2s_to_s2c_ratio,s2c_to_c2s_ratio,is_tls,is_tls_nonstandard_port,timeline_bucket_id,timeline_bucket_s
20.189.173.15,10.10.20.147,443,50918,6,2,2,0,108,108,0,108,108,0,1695918809611068000,1695918809685891000,74823000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.0,0.0018243655,0,1,0.074823,54.0,1443.4064391965037,108.0,0.0,1,1,28265313,1695918780
10.10.20.147,10.10.20.20,64209,53,17,2,1,1,168,76,92,168,76,92,1695912303588836000,1695912303636793000,47957000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00011682451,0,1,0.047957,84.0,3503.138227995913,0.8260869565217391,1.2105263157894737,1,1,28265205,1695912300
10.10.20.147,10.10.20.20,49713,53,17,2,1,1,232,78,154,232,78,154,1695915609166942000,1695915609167351000,409000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.0,0.000595686,0,1,0.000409,116.0,567237.1638141809,0.5064935064935064,1.9743589743589745,1,1,28265260,1695915600
20.246.247.192,10.10.20.147,443,50820,6,1,1,0,54,54,0,54,54,0,1695912687739164000,1695912687739164000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265211,1695912660
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695918309104468000,1695918370150221000,61045753000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,61.045753,62.5,8.190577975178716,1.0,1.0,1,0,28265305,1695918300
20.44.239.154,10.10.20.147,443,50808,6,2,2,0,108,108,0,108,108,0,1695912557055498000,1695912557314584000,259086000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.0,0.0016535572,0,1,0.259086,54.0,416.85000347375006,108.0,0.0,1,1,28265209,1695912540
10.10.20.147,20.42.73.24,50908,443,6,25,11,14,8715,2978,5737,8715,2978,5737,1695917836082818000,1695917836474593000,391775000,2,1,1,24,1,0,10,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,348.6,0.99884987,1,1,0.391775,348.6,22244.91098206879,0.5190866306431933,1.9264607118871726,1,0,28265297,1695917820
10.10.20.147,10.10.20.20,54264,53,17,2,1,1,227,76,151,227,76,151,1695913208819783000,1695913208820028000,245000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,113.5,0.0007824681,0,1,0.000245,113.5,926530.612244898,0.5033112582781457,1.986842105263158,1,1,28265220,1695913200
10.10.20.147,10.10.20.20,50843,49669,6,22,12,10,6737,4348,2389,6737,4348,2389,1695914637958069000,1695914637977018000,18949000,2,1,1,21,0,1,16,0,-,0,0,0,-,-,-,306.227,0.17424032,0,1,0.018949,306.22727272727275,355533.27352366876,1.8200083717036417,0.5494480220791168,1,1,28265243,1695914580
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695914356949987000,1695914417322344000,60372357000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.372357,62.5,8.281936052289627,1.0,1.0,1,0,28265239,1695914340
10.10.20.147,192.229.211.108,50932,80,6,8,5,3,1425,522,903,1425,522,903,1695919171728087000,1695919171975908000,247821000,2,1,1,7,0,1,2,0,-,0,0,0,-,-,-,178.125,0.74634266,1,1,0.247821,178.125,5750.118028738484,0.5780730897009967,1.7298850574712643,1,1,28265319,1695919140
10.10.20.147,13.107.219.57,50797,443,6,19,7,12,9310,976,8334,9310,976,8334,1695912328370063000,1695912393375538000,65005475000,2,1,1,18,0,1,6,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,490.0,0.998398,1,1,65.005475,490.0,143.2187058090107,0.11711063114950804,8.538934426229508,1,0,28265205,1695912300
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695923869451317000,1695923872576270000,3124953000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.124953,110.0,105.60158824788725,330.0,0.0,1,1,28265397,1695923820
10.10.20.147,10.10.20.20,49533,53,17,2,1,1,308,154,154,308,154,154,1695912833997697000,1695912833999017000,1320000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,154.0,0.00033189222,0,1,0.00132,154.0,233333.33333333334,1.0,1.0,1,1,28265213,1695912780
10.10.20.147,10.10.20.20,50873,135,6,1,1,0,54,54,0,54,54,0,1695916919664095000,1695916919664095000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265281,1695916860
10.10.20.147,10.10.20.20,51080,389,6,1,1,0,54,54,0,54,54,0,1695929038922248000,1695929038922248000,0,0,0,0,1,1,0,0,0,-,0,0,0,-,-,-,54.0,0.037430726,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265483,1695928980
10.10.20.147,10.10.20.20,50829,135,6,9,6,3,1214,664,550,1214,664,550,1695913769324299000,1695913784316938000,14992639000,2,1,1,8,1,0,4,0,-,0,0,0,-,-,-,134.889,0.022223955,0,1,14.992639,134.88888888888889,80.97306951764796,1.2072727272727273,0.8283132530120482,1,1,28265229,1695913740
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695924769549572000,1695924772596024000,3046452000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.046452,110.0,108.3227308357394,330.0,0.0,1,1,28265412,1695924720
10.10.20.147,20.189.173.13,50801,443,6,1,1,0,54,54,0,54,54,0,1695912539158549000,1695912539158549000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,0,28265208,1695912480
10.10.20.147,10.10.20.20,49957,53,17,2,1,1,315,89,226,315,89,226,1695912538398121000,1695912538433183000,35062000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,157.5,0.000107728985,0,1,0.035062,157.5,8984.085334550224,0.3938053097345133,2.539325842696629,1,1,28265208,1695912480
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695913152005440000,1695913212378840000,60373400000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.3734,62.5,8.281792975051927,1.0,1.0,1,0,28265219,1695913140
157.245.106.203,10.10.20.147,443,50824,6,2,2,0,108,108,0,108,108,0,1695912974173375000,1695912974173401000,26000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.0,0.011105437,0,1,2.6e-05,54.0,4153846.153846154,108.0,0.0,1,1,28265216,1695912960
10.10.20.147,10.10.20.1,137,137,17,4,4,0,440,440,0,440,440,0,1695913672115117000,1695913732036287000,59921170000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.001116278,0,1,59.92117,110.0,7.342980786256343,440.0,0.0,1,1,28265227,1695913620
10.10.20.147,10.10.20.20,51080,389,6,16,8,8,6832,2862,3970,6832,2862,3970,1695929038918410000,1695929038922235000,3825000,2,1,1,15,0,1,7,0,-,0,0,0,-,-,-,427.0,0.22634242,0,1,0.003825,427.0,1786143.7908496733,0.7209068010075567,1.387141858839972,1,1,28265483,1695928980
10.10.20.147,10.10.20.20,50829,135,6,1,1,0,54,54,0,54,54,0,1695913784317990000,1695913784317990000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265229,1695913740
10.10.20.147,184.28.39.208,50818,443,6,29,14,15,10965,1341,9624,10965,1341,9624,1695912672776828000,1695912677855011000,5078183000,2,1,1,28,0,1,11,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,378.103,0.9989242,1,1,5.078183,378.1034482758621,2159.236876654504,0.13933915211970074,7.176733780760626,1,0,28265211,1695912660
10.10.20.147,10.10.20.20,61296,53,17,2,1,1,232,78,154,232,78,154,1695913208818919000,1695913208819372000,453000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.0,0.00062252535,0,1,0.000453,116.0,512141.28035320085,0.5064935064935064,1.9743589743589745,1,1,28265220,1695913200
157.245.106.203,10.10.20.147,443,50847,6,2,2,0,108,108,0,108,108,0,1695914797895679000,1695914797895753000,74000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.0,0.005380315,0,1,7.4e-05,54.0,1459459.4594594596,108.0,0.0,1,1,28265246,1695914760
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695913994845054000,1695914055296674000,60451620000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.45162,62.5,8.271076937226827,1.0,1.0,1,0,28265233,1695913980
20.195.152.132,10.10.20.147,443,50892,6,2,2,0,108,108,0,108,108,0,1695916929361975000,1695916929926217000,564242000,0,0,0,2,0,1,0,0,-,0,0,0,-,-,-,54.0,0.7062937,1,1,0.564242,54.0,191.40723306666288,108.0,0.0,1,1,28265282,1695916920
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695913849018975000,1695913852034537000,3015562000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.015562,110.0,109.43233798542362,330.0,0.0,1,1,28265230,1695913800
10.10.20.147,10.10.20.20,50831,135,6,11,7,4,1758,886,872,1758,886,872,1695913769331317000,1695913770163672000,832355000,2,1,1,10,0,1,6,0,-,0,0,0,-,-,-,159.818,0.094728865,0,1,0.832355,159.8181818181818,2112.079581428597,1.0160550458715596,0.9841986455981941,1,1,28265229,1695913740
10.10.20.147,10.10.20.255,138,138,17,1,1,0,243,243,0,243,243,0,1695928035444589000,1695928035444589000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,243.0,0.002644588,0,1,0.0,243.0,0.0,243.0,0.0,1,1,28265467,1695928020
157.245.106.203,10.10.20.147,443,50826,6,2,2,0,108,108,0,108,108,0,1695913276559837000,1695913276559842000,5000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.0,0.0529695,0,1,5e-06,54.0,21600000.0,108.0,0.0,1,1,28265221,1695913260
10.10.20.147,157.245.106.203,50827,443,6,14,6,8,3014,832,2182,3014,832,2182,1695913511640384000,1695913578837435000,67197051000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.286,0.9967347,1,1,67.197051,215.28571428571428,44.85315880900785,0.38130155820348305,2.6225961538461537,1,0,28265225,1695913500
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695922189415497000,1695922192446688000,3031191000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.031191,110.0,108.86809838113138,330.0,0.0,1,1,28265369,1695922140
157.245.106.203,10.10.20.147,443,50971,6,2,2,0,108,108,0,108,108,0,1695923593543853000,1695923593543889000,36000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.0,0.010195307,0,1,3.6e-05,54.0,3000000.0,108.0,0.0,1,1,28265393,1695923580
10.10.20.147,10.10.20.20,51044,389,6,19,10,9,7411,3458,3953,7411,3458,3953,1695925438855114000,1695925438863664000,8550000,2,1,1,18,0,1,11,0,-,0,0,0,-,-,-,390.053,0.42895168,1,1,0.00855,390.05263157894734,866783.6257309942,0.8747786491272451,1.1431463273568536,1,1,28265423,1695925380
152.195.19.97,10.10.20.147,443,50877,6,2,2,0,108,108,0,108,108,0,1695916929358508000,1695916929719240000,360732000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.0,0.0015278799,0,1,0.360732,54.0,299.3912378164399,108.0,0.0,1,1,28265282,1695916920
10.10.20.20,10.10.20.147,389,51079,6,1,1,0,54,54,0,54,54,0,1695929038922601000,1695929038922601000,0,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.0,0.9561342,1,1,0.0,54.0,0.0,54.0,0.0,1,1,28265483,1695928980
10.10.20.147,10.10.20.20,50923,389,6,1,1,0,54,54,0,54,54,0,1695918870966557000,1695918870966557000,0,0,0,0,1,1,0,0,0,-,0,0,0,-,-,-,54.0,0.037430726,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265314,1695918840
10.10.20.147,10.10.20.20,64664,53,17,2,1,1,227,76,151,227,76,151,1695916912839448000,1695916912839716000,268000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,113.5,0.000595686,0,1,0.000268,113.5,847014.9253731343,0.5033112582781457,1.986842105263158,1,1,28265281,1695916860
20.189.173.13,10.10.20.147,443,50803,6,2,2,0,108,108,0,108,108,0,1695912541127674000,1695912541198171000,70497000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.0,0.0017398769,0,1,0.070497,54.0,1531.9800842589045,108.0,0.0,1,1,28265209,1695912540
10.10.20.147,141.98.80.158,50984,443,6,2,2,0,108,108,0,108,108,0,1695923850270494000,1695923850270920000,426000,0,0,0,2,1,0,0,0,-,0,0,0,-,-,-,54.0,0.007628968,0,1,0.000426,54.0,253521.12676056338,108.0,0.0,1,0,28265397,1695923820
10.10.20.147,10.10.20.20,50873,135,6,9,6,3,1214,664,550,1214,664,550,1695916905024494000,1695916919663669000,14639175000,2,1,1,8,1,0,4,0,-,0,0,0,-,-,-,134.889,0.022223955,0,1,14.639175,134.88888888888889,82.92817047408751,1.2072727272727273,0.8283132530120482,1,1,28265281,1695916860
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695914090546877000,1695914209030601000,118483724000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,118.483724,110.0,2.7851926733835612,330.0,0.0,1,1,28265234,1695914040
10.10.20.147,10.10.20.20,50832,49669,6,23,13,10,6707,4318,2389,6707,4318,2389,1695913769334382000,1695913770163627000,829245000,2,1,1,22,0,1,16,0,-,0,0,0,-,-,-,291.609,0.23362368,0,1,0.829245,291.60869565217394,8088.080121073989,1.8074508162411052,0.5532654006484483,1,1,28265229,1695913740
10.10.20.147,157.245.106.203,50847,443,6,14,6,8,3014,832,2182,3014,832,2182,1695914730543984000,1695914797895179000,67351195000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.286,0.9967347,1,1,67.351195,215.28571428571428,44.750505169210435,0.38130155820348305,2.6225961538461537,1,0,28265245,1695914700
10.10.20.20,10.10.20.147,389,50834,6,1,1,0,54,54,0,54,54,0,1695913769473545000,1695913769473545000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.0,0.05866665,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265229,1695913740
141.98.80.158,10.10.20.147,443,50991,6,2,1,1,108,54,54,108,54,54,1695923889337301000,1695923889337561000,260000,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.0,0.9645922,1,1,0.00026,54.0,415384.61538461543,1.0,1.0,1,1,28265398,1695923880
10.10.20.147,10.10.20.20,50875,49669,6,1,1,0,54,54,0,54,54,0,1695916969651900000,1695916969651900000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265282,1695916920
10.10.20.147,104.21.37.7,50784,443,6,23,11,12,6729,1779,4950,6729,1779,4950,1695912160108504000,1695912168623775000,8515271000,2,1,1,22,1,0,10,1,0303,15,16,1,h2;http/1.1,1301;1302;1303;c02b;c02f;c02c;c030;cca9;cca8;c013;c014;009c;009d;002f;0035,002b;000d;0023;0033;002d;0017;001b;0000;000a;0005;ff01;4469;0012;000b;0010;0015,292.565,0.96907145,1,1,8.515271,292.5652173913044,790.227345671089,0.3593939393939394,2.782462057335582,1,0,28265202,1695912120
10.10.20.147,10.10.20.20,50834,389,6,16,9,7,6748,2832,3916,6748,2832,3916,1695913769469227000,1695913769473408000,4181000,2,1,1,15,1,0,7,0,-,0,0,0,-,-,-,421.75,0.07008806,0,1,0.004181,421.75,1613967.9502511362,0.7231869254341164,1.3827683615819208,1,1,28265229,1695913740
157.245.106.203,10.10.20.147,443,51060,6,2,2,0,108,108,0,108,108,0,1695926314052871000,1695926315317856000,1264985000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.0,0.005990617,0,1,1.264985,54.0,85.37650644078784,108.0,0.0,1,1,28265438,1695926280
157.245.106.203,10.10.20.147,443,50907,6,2,2,0,108,108,0,108,108,0,1695917830399019000,1695917830399117000,98000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.0,0.004593785,0,1,9.8e-05,54.0,1102040.8163265307,108.0,0.0,1,1,28265297,1695917820
10.10.20.147,40.126.28.20,50835,443,6,21,11,10,7403,1574,5829,7403,1574,5829,1695913769563513000,1695913770164063000,600550000,2,1,1,20,0,1,8,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,352.524,0.9989599,1,1,0.60055,352.5238095238095,12327.033552576804,0.2700291645222165,3.7033036848792884,1,0,28265229,1695913740
10.10.20.147,10.10.20.20,54262,53,17,2,1,1,232,78,154,232,78,154,1695913808881707000,1695913808882172000,465000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.0,0.00062252535,0,1,0.000465,116.0,498924.73118279566,0.5064935064935064,1.9743589743589745,1,1,28265230,1695913800
10.10.20.147,10.10.20.20,57964,53,17,2,1,1,227,76,151,227,76,151,1695925825410898000,1695925825411227000,329000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,113.5,0.000595686,0,1,0.000329,113.5,689969.604863222,0.5033112582781457,1.986842105263158,1,1,28265430,1695925800
10.10.20.147,141.98.80.158,51014,443,6,30,15,15,13968,5933,8035,13968,5933,8035,1695923951780464000,1695923952834325000,1053861000,2,1,1,29,1,0,9,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,465.6,0.9987513,1,1,1.053861,465.6,13254.119850720352,0.7383945239576851,1.3542895668295971,1,0,28265399,1695923940
10.10.20.147,141.98.80.158,51016,443,6,2,2,0,108,108,0,108,108,0,1695923958132708000,1695923958133122000,414000,0,0,0,2,1,0,0,0,-,0,0,0,-,-,-,54.0,0.007628968,0,1,0.000414,54.0,260869.56521739133,108.0,0.0,1,0,28265399,1695923940
10.10.20.147,10.10.20.20,62847,53,17,2,1,1,227,76,151,227,76,151,1695913808882609000,1695913808934800000,52191000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,113.5,0.000116157025,0,1,0.052191,113.5,4349.4089019179555,0.5033112582781457,1.986842105263158,1,1,28265230,1695913800
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695920629410920000,1695920632444585000,3033665000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.033665,110.0,108.7793147892071,330.0,0.0,1,1,28265343,1695920580
10.10.20.147,141.98.80.158,50986,443,6,2,2,0,108,108,0,108,108,0,1695923859516751000,1695923859516958000,207000,0,0,0,2,1,0,0,0,-,0,0,0,-,-,-,54.0,0.0027920138,0,1,0.000207,54.0,521739.13043478265,108.0,0.0,1,0,28265397,1695923820
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695924952443302000,1695925013540481000,61097179000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,61.097179,62.5,8.183683898073266,1.0,1.0,1,0,28265415,1695924900
10.10.20.147,10.10.20.20,49524,53,17,2,1,1,168,76,92,168,76,92,1695913813878702000,1695913813896169000,17467000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00013301036,0,1,0.017467,84.0,9618.137058453083,0.8260869565217391,1.2105263157894737,1,1,28265230,1695913800
10.10.20.147,157.245.106.203,50836,443,6,3,3,0,193,193,0,193,193,0,1695913881730407000,1695913881730593000,186000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333,0.00091663725,0,1,0.000186,64.33333333333333,1037634.4086021506,193.0,0.0,1,0,28265231,1695913860
20.125.209.212,10.10.20.147,443,50890,6,2,2,0,108,108,0,108,108,0,1695916929359544000,1695916929762380000,402836000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.0,0.0018813593,0,1,0.402836,54.0,268.0991768362311,108.0,0.0,1,1,28265282,1695916920
10.10.20.147,141.98.80.158,51011,443,6,1,1,0,54,54,0,54,54,0,1695923942588596000,1695923942588596000,0,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.0,0.9561342,1,1,0.0,54.0,0.0,54.0,0.0,1,0,28265399,1695923940
10.10.20.147,10.10.20.20,51045,389,6,16,8,8,6832,2862,3970,6832,2862,3970,1695925438860310000,1695925438863372000,3062000,2,1,1,15,0,1,7,0,-,0,0,0,-,-,-,427.0,0.32884562,0,1,0.003062,427.0,2231221.423905944,0.7209068010075567,1.387141858839972,1,1,28265423,1695925380
10.10.20.147,10.10.20.20,51709,53,17,2,1,1,315,89,226,315,89,226,1695914636757238000,1695914637016467000,259229000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,157.5,0.00010872198,0,1,0.259229,157.5,1215.1418244100776,0.3938053097345133,2.539325842696629,1,1,28265243,1695914580
10.10.20.147,10.10.20.20,123,123,17,2,1,1,324,162,162,324,162,162,1695913990220198000,1695913990222253000,2055000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,162.0,0.00033655006,0,1,0.002055,162.0,157664.23357664235,1.0,1.0,1,1,28265233,1695913980
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695914115248919000,1695914175639305000,60390386000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.390386,62.5,8.279463555672587,1.0,1.0,1,0,28265235,1695914100
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695918829251250000,1695918832296843000,3045593000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.045593,110.0,108.35328292388378,330.0,0.0,1,1,28265313,1695918780
157.245.106.203,10.10.20.147,443,50856,6,3,3,0,162,162,0,162,162,0,1695916013576685000,1695916013579394000,2709000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,54.0,0.0033398245,0,1,0.002709,54.0,59800.664451827244,162.0,0.0,1,1,28265266,1695915960
10.10.20.147,10.10.20.20,54024,53,17,2,1,1,221,77,144,221,77,144,1695923626967183000,1695923627010199000,43016000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.5,0.00012998794,0,1,0.043016,110.5,5137.623209968384,0.5347222222222222,1.87012987012987,1,1,28265393,1695923580
20.189.173.5,10.10.20.147,443,50825,6,2,2,0,108,108,0,108,108,0,1695912936768252000,1695912936853749000,85497000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.0,0.0018355472,0,1,0.085497,54.0,1263.2022176216708,108.0,0.0,1,1,28265215,1695912900
10.10.20.147,10.10.20.20,65364,53,17,2,1,1,413,85,328,413,85,328,1695913769551531000,1695913769562492000,10961000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,206.5,9.535989e-05,0,1,0.010961,206.5,37679.043882857404,0.25914634146341464,3.8588235294117648,1,1,28265229,1695913740
10.10.20.147,157.245.106.203,50838,443,6,16,8,8,3153,971,2182,3153,971,2182,1695914124234049000,1695914193017793000,68783744000,2,1,1,15,1,0,8,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,197.062,0.9970944,1,1,68.783744,197.0625,45.83931924380272,0.4450045829514207,2.247167868177137,1,0,28265235,1695914100
10.10.20.147,204.79.197.200,50893,443,6,27,12,15,11783,2440,9343,11783,2440,9343,1695916910142264000,1695916929358548000,19216284000,2,1,1,26,1,0,10,1,0303,15,16,1,h2;http/1.1,1301;1302;1303;c02b;c02f;c02c;c030;cca9;cca8;c013;c014;009c;009d;002f;0035,0005;0033;4469;000b;000d;002b;ff01;002d;0000;0017;001b;0010;000a;0012;0023;0015,436.407,0.9867654,1,1,19.216284,436.4074074074074,613.1778651897525,0.2611580862677941,3.829098360655738,1,0,28265281,1695916860
10.10.20.147,40.126.7.35,50852,443,6,30,10,20,22735,6106,16629,22735,6106,16629,1695915532214429000,1695915532706792000,492363000,2,1,1,29,1,0,8,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,757.833,0.99876726,1,1,0.492363,757.8333333333334,46175.28124574755,0.36718984905887303,2.723386832623649,1,0,28265258,1695915480
10.10.20.147,141.98.80.158,51015,443,6,2,2,0,108,108,0,108,108,0,1695923952937739000,1695923952938171000,432000,0,0,0,2,1,0,0,0,-,0,0,0,-,-,-,54.0,0.007628968,0,1,0.000432,54.0,250000.0,108.0,0.0,1,0,28265399,1695923940
10.10.20.147,10.10.20.20,54737,53,17,2,1,1,232,78,154,232,78,154,1695912691247459000,1695912691247787000,328000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.0,0.000595686,0,1,0.000328,116.0,707317.0731707317,0.5064935064935064,1.9743589743589745,1,1,28265211,1695912660
10.10.20.147,157.245.106.203,50848,443,6,14,6,8,3014,832,2182,3014,832,2182,1695915033063753000,1695915101400808000,68337055000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.286,0.9967347,1,1,68.337055,215.28571428571428,44.10491496889937,0.38130155820348305,2.6225961538461537,1,0,28265250,1695915000
10.10.20.147,10.10.20.20,60964,389,17,2,1,1,540,306,234,540,306,234,1695926096313548000,1695926096313905000,357000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,270.0,0.00050456123,0,1,0.000357,270.0,1512605.0420168068,1.3076923076923077,0.7647058823529411,1,1,28265434,1695926040
