client_ip,server_ip,client_port,server_port,proto,packets_total,packets_c2s,packets_s2c,bytes_cap_total,bytes_cap_c2s,bytes_cap_s2c,bytes_wire_total,bytes_wire_c2s,bytes_wire_s2c,first_ts_ns,last_ts_ns,duration_ns,tcp_syn_total,tcp_syn_c2s,tcp_synack_s2c,tcp_ack_total,tcp_fin_total,tcp_rst_total,tcp_psh_total,tls_client_hello_c2s,ja4_legacy_version,ja4_cipher_suites_count,ja4_extensions_count,ja4_has_sni,ja4_alpn,ja4_cipher_suites,ja4_extensions,avg_wirelen_total,anomaly_score,is_anomaly,ja4_present,duration_s,bytes_per_packet,bytes_per_s,c2s_to_s2c_ratio,s2c_to_c2s_ratio,is_tls,is_tls_nonstandard_port,timeline_bucket_id,timeline_bucket_s
10.10.20.147,10.10.20.20,51051,49686,6,9,6,3,2888,1586,1302,2888,1586,1302,1695925772282383000,1695925787188103000,14905720000,2,1,1,8,1,0,4,0,-,0,0,0,-,-,-,320.889,0.043021455,0,1,14.90572,320.8888888888889,193.7511237296823,1.218125960061444,0.8209331651954602,1,1,28265429,1695925740
10.10.20.147,157.245.106.203,50862,443,6,3,3,0,193,193,0,193,193,0,1695916923394894000,1695916923395187000,293000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333,0.002689278,0,1,0.000293,64.33333333333333,658703.0716723549,193.0,0.0,1,0,28265282,1695916920
157.245.106.203,10.10.20.147,443,50910,6,2,2,0,108,108,0,108,108,0,1695918140774124000,1695918140774248000,124000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.0,0.004593785,0,1,0.000124,54.0,870967.7419354839,108.0,0.0,1,1,28265302,1695918120
10.10.20.147,10.10.20.20,55966,53,17,2,1,1,168,76,92,168,76,92,1695913511602197000,1695913511639337000,37140000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00013301036,0,1,0.03714,84.0,4523.424878836834,0.8260869565217391,1.2105263157894737,1,1,28265225,1695913500
10.10.20.147,40.126.28.20,50874,443,6,19,10,9,7294,1520,5774,7294,1520,5774,1695916905025234000,1695916905602234000,577000000,2,1,1,18,0,1,7,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,383.895,0.99828374,1,1,0.577,383.89473684210526,12641.247833622185,0.2632490474541046,3.7986842105263157,1,0,28265281,1695916860
10.10.20.20,10.10.20.147,389,50871,6,1,1,0,54,54,0,54,54,0,1695916904943661000,1695916904943661000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.0,0.05866665,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265281,1695916860
10.10.20.20,10.10.20.147,389,50872,6,1,1,0,54,54,0,54,54,0,1695916904943359000,1695916904943359000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.0,0.05866665,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265281,1695916860
10.10.20.147,10.10.20.20,50337,53,17,2,1,1,371,76,295,371,76,295,1695919171567429000,1695919171590167000,22738000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,185.5,0.00011886332,0,1,0.022738,185.5,16316.29870701029,0.2576271186440678,3.8815789473684212,1,1,28265319,1695919140
10.10.20.147,10.10.20.20,50870,49669,6,23,13,10,6707,4318,2389,6707,4318,2389,1695916904923699000,1695916905600092000,676393000,2,1,1,22,0,1,16,0,-,0,0,0,-,-,-,291.609,0.20571834,0,1,0.676393,291.60869565217394,9915.832955101545,1.8074508162411052,0.5532654006484483,1,1,28265281,1695916860
13.107.246.57,10.10.20.147,443,50879,6,2,2,0,108,108,0,108,108,0,1695916929359082000,1695916929737593000,378511000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.0,0.0015810446,0,1,0.378511,54.0,285.3285637669711,108.0,0.0,1,1,28265282,1695916920
10.10.20.147,10.10.20.20,61831,53,17,2,1,1,232,78,154,232,78,154,1695916904825228000,1695916904825619000,391000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.0,0.000595686,0,1,0.000391,116.0,593350.3836317136,0.5064935064935064,1.9743589743589745,1,1,28265281,1695916860
10.10.20.147,224.0.0.252,54281,5355,17,1,1,0,75,75,0,75,75,0,1695924529525272000,1695924529525272000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,75.0,0.001681057,0,1,0.0,75.0,0.0,75.0,0.0,1,1,28265408,1695924480
10.10.20.147,10.10.20.20,55256,53,17,2,1,1,168,76,92,168,76,92,1695916856194807000,1695916856197794000,2987000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00024710892,0,1,0.002987,84.0,56243.72279879478,0.8260869565217391,1.2105263157894737,1,1,28265280,1695916800
10.10.20.147,10.10.20.20,58222,53,17,4,3,1,379,228,151,379,228,151,1695916816339496000,1695916819899404000,3559908000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,94.75,0.00033889382,0,1,3.559908,94.75,106.46342545930962,1.509933774834437,0.6622807017543859,1,1,28265280,1695916800
10.10.20.147,10.10.20.20,57608,53,17,2,1,1,232,78,154,232,78,154,1695916816338615000,1695916816339081000,466000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.0,0.00062252535,0,1,0.000466,116.0,497854.0772532189,0.5064935064935064,1.9743589743589745,1,1,28265280,1695916800
10.10.20.147,40.99.168.194,50953,443,6,3,3,0,193,193,0,193,193,0,1695921523327181000,1695921523327614000,433000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333,0.002689278,0,1,0.000433,64.33333333333333,445727.4826789838,193.0,0.0,1,0,28265358,1695921480
10.10.20.147,10.10.20.20,50894,135,6,1,1,0,54,54,0,54,54,0,1695916949651680000,1695916949651680000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265282,1695916920
10.10.20.147,72.21.81.240,51081,80,6,14,7,7,2493,1240,1253,2493,1240,1253,1695929094730583000,1695929154892256000,60161673000,2,1,1,13,1,0,6,0,-,0,0,0,-,-,-,178.071,0.010390628,0,1,60.161673,178.07142857142858,41.43834231471588,0.9896249002394254,1.010483870967742,1,1,28265484,1695929040
10.10.20.147,13.107.22.239,50878,443,6,47,12,35,40194,1931,38263,40194,1931,38263,1695916906884763000,1695916929369456000,22484693000,2,1,1,46,1,0,12,1,0303,15,16,1,h2;http/1.1,1301;1302;1303;c02b;c02f;c02c;c030;cca9;cca8;c013;c014;009c;009d;002f;0035,0005;000d;001b;002b;0010;0017;0033;ff01;0000;4469;002d;0023;0012;000a;000b;0015,855.191,0.98936546,1,1,22.484693,855.1914893617021,1787.616135119123,0.05046650811488906,19.81512169860176,1,0,28265281,1695916860
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695922069398163000,1695922072444999000,3046836000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.046836,110.0,108.30907866389921,330.0,0.0,1,1,28265367,1695922020
10.10.20.147,10.10.20.20,52550,53,17,2,1,1,259,77,182,259,77,182,1695917969427055000,1695917970016995000,589940000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,129.5,0.00019139609,0,1,0.58994,129.5,439.02769773197275,0.4230769230769231,2.3636363636363638,1,1,28265299,1695917940
10.10.20.147,141.98.80.158,51026,443,6,1,1,0,54,54,0,54,54,0,1695923970922077000,1695923970922077000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.0,0.05866665,0,1,0.0,54.0,0.0,54.0,0.0,1,0,28265399,1695923940
10.10.20.147,40.126.28.12,51094,443,6,19,10,9,7295,1520,5775,7295,1520,5775,1695930204951165000,1695930205734427000,783262000,2,1,1,18,0,1,7,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,383.947,0.9983411,1,1,0.783262,383.94736842105266,9313.61409081508,0.2632034632034632,3.799342105263158,1,0,28265503,1695930180
10.10.20.147,10.10.20.255,138,138,17,1,1,0,243,243,0,243,243,0,1695916498927785000,1695916498927785000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,243.0,0.002644588,0,1,0.0,243.0,0.0,243.0,0.0,1,1,28265274,1695916440
10.10.20.147,10.10.20.20,61163,53,17,2,1,1,318,89,229,318,89,229,1695916433783583000,1695916433849875000,66292000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,159.0,9.626622e-05,0,1,0.066292,159.0,4796.958909068967,0.388646288209607,2.5730337078651684,1,1,28265273,1695916380
10.10.20.147,10.10.20.20,51051,49686,6,1,1,0,54,54,0,54,54,0,1695925787189108000,1695925787189108000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265429,1695925740
10.10.20.147,157.245.106.203,50862,443,6,14,6,8,3014,832,2182,3014,832,2182,1695916856198730000,1695916923394597000,67195867000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.286,0.9967347,1,1,67.195867,215.28571428571428,44.853949127555715,0.38130155820348305,2.6225961538461537,1,0,28265280,1695916800
10.10.20.147,172.86.75.88,50900,443,6,40,19,21,3293,2129,1164,3293,2129,1164,1695917188760069000,1695917260130414000,71370345000,2,1,1,39,1,0,20,0,-,0,0,0,-,-,-,82.325,0.0030845322,0,1,71.370345,82.325,46.13961162721015,1.8290378006872852,0.5467355565993424,1,0,28265286,1695917160
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695916408700046000,1695916469060030000,60359984000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.359984,62.5,8.283633739863152,1.0,1.0,1,0,28265273,1695916380
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695912429368263000,1695912489758215000,60389952000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.389952,62.5,8.279523057080754,1.0,1.0,1,0,28265207,1695912420
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695912411195891000,1695912529709902000,118514011000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,118.514011,110.0,2.784480899899675,330.0,0.0,1,1,28265206,1695912360
10.10.20.147,192.229.211.108,50933,80,6,1,1,0,54,54,0,54,54,0,1695919292181011000,1695919292181011000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265321,1695919260
10.10.20.147,224.0.0.252,54374,5355,17,1,1,0,75,75,0,75,75,0,1695928129745619000,1695928129745619000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,75.0,0.001681057,0,1,0.0,75.0,0.0,75.0,0.0,1,1,28265468,1695928080
10.10.20.147,10.10.20.20,58835,53,17,2,1,1,168,76,92,168,76,92,1695922313403236000,1695922313454614000,51378000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00011682451,0,1,0.051378,84.0,3269.8820506831717,0.8260869565217391,1.2105263157894737,1,1,28265371,1695922260
10.10.20.147,10.10.20.1,137,137,17,6,6,0,660,660,0,660,660,0,1695916369153242000,1695916432215125000,63061883000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.0010728003,0,1,63.061883,110.0,10.465910128309996,660.0,0.0,1,1,28265272,1695916320
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695917449218871000,1695917452249640000,3030769000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.030769,110.0,108.8832570215678,330.0,0.0,1,1,28265290,1695917400
10.10.20.147,224.0.0.251,5353,5353,17,2,2,0,172,172,0,172,172,0,1695929029671123000,1695929029671306000,183000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,86.0,0.0001258867,0,1,0.000183,86.0,939890.7103825137,172.0,0.0,1,1,28265483,1695928980
10.10.20.147,10.10.20.20,49423,53,17,2,1,1,217,71,146,217,71,146,1695916907556076000,1695916907595721000,39645000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,108.5,0.00012998794,0,1,0.039645,108.5,5473.578004792534,0.4863013698630137,2.056338028169014,1,1,28265281,1695916860
10.10.20.147,10.10.20.20,60832,53,17,2,1,1,308,154,154,308,154,154,1695916429147942000,1695916429149332000,1390000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,154.0,0.00033189222,0,1,0.00139,154.0,221582.73381294965,1.0,1.0,1,1,28265273,1695916380
10.10.20.147,10.10.20.20,59582,53,17,2,1,1,257,89,168,257,89,168,1695916429145915000,1695916429146340000,425000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,128.5,0.000477263,0,1,0.000425,128.5,604705.8823529412,0.5297619047619048,1.8876404494382022,1,1,28265273,1695916380
10.10.20.147,141.98.80.158,51004,443,6,27,12,15,13763,5771,7992,13763,5771,7992,1695923932029624000,1695923933078567000,1048943000,2,1,1,26,1,0,11,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,509.741,0.99884975,1,1,1.048943,509.74074074074076,13120.827347148512,0.7220970970970971,1.3848553110379485,1,0,28265398,1695923880
10.10.20.147,157.245.106.203,50857,443,6,14,6,8,3014,832,2182,3014,832,2182,1695916248570164000,1695916315860473000,67290309000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.286,0.9967347,1,1,67.290309,215.28571428571428,44.790996575747634,0.38130155820348305,2.6225961538461537,1,0,28265270,1695916200
141.98.80.158,10.10.20.147,443,50987,6,1,1,0,54,54,0,54,54,0,1695923865550235000,1695923865550235000,0,0,0,0,1,1,0,1,0,-,0,0,0,-,-,-,54.0,0.013748552,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265397,1695923820
10.10.20.147,10.10.20.20,54178,53,17,2,1,1,232,78,154,232,78,154,1695916209231278000,1695916209231748000,470000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.0,0.00062252535,0,1,0.00047,116.0,493617.02127659577,0.5064935064935064,1.9743589743589745,1,1,28265270,1695916200
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695916168026335000,1695916228400697000,60374362000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.374362,62.5,8.28166101366007,1.0,1.0,1,0,28265269,1695916140
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695916047182579000,1695916108073923000,60891344000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.891344,62.5,8.211347740985977,1.0,1.0,1,0,28265267,1695916020
10.10.20.147,10.10.20.1,137,137,17,4,4,0,440,440,0,440,440,0,1695912651265500000,1695912771246987000,119981487000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.001116278,0,1,119.981487,110.0,3.6672324289496427,440.0,0.0,1,1,28265210,1695912600
10.10.20.147,131.253.33.239,50868,443,6,46,20,26,15046,3540,11506,15046,3540,11506,1695916904914259000,1695916929358862000,24444603000,2,1,1,45,1,0,22,1,0303,15,16,1,h2;http/1.1,1301;1302;1303;c02b;c02f;c02c;c030;cca9;cca8;c013;c014;009c;009d;002f;0035,0023;002d;0010;4469;0000;ff01;0033;000a;000d;0012;002b;001b;0017;000b;0005;0015,327.087,0.98491085,1,1,24.444603,327.0869565217391,615.5141893693262,0.3076655657917608,3.2502824858757062,1,0,28265281,1695916860
10.10.20.147,10.10.20.20,123,123,17,2,1,1,324,162,162,324,162,162,1695916038353490000,1695916038355155000,1665000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,162.0,0.00033655006,0,1,0.001665,162.0,194594.5945945946,1.0,1.0,1,1,28265267,1695916020
10.10.20.147,10.10.20.20,53342,53,17,2,1,1,184,76,108,184,76,108,1695912234730212000,1695912236588633000,1858421000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,92.0,0.00029998392,0,1,1.858421,92.0,99.00878218659818,0.7037037037037037,1.4210526315789473,1,1,28265203,1695912180
10.10.20.147,224.0.0.252,50752,5355,17,1,1,0,75,75,0,75,75,0,1695927229695596000,1695927229695596000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,75.0,0.001681057,0,1,0.0,75.0,0.0,75.0,0.0,1,1,28265453,1695927180
10.10.20.147,157.245.106.203,50856,443,6,1,1,0,54,54,0,54,54,0,1695916013579557000,1695916013579557000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,0,28265266,1695915960
10.10.20.147,157.245.106.203,51083,443,6,3,3,0,193,193,0,193,193,0,1695929362109298000,1695929362109603000,305000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333,0.002689278,0,1,0.000305,64.33333333333333,632786.8852459016,193.0,0.0,1,0,28265489,1695929340
10.10.20.147,141.98.80.158,51000,443,6,2,2,0,108,108,0,108,108,0,1695923922955140000,1695923922955564000,424000,0,0,0,2,1,0,0,0,-,0,0,0,-,-,-,54.0,0.007628968,0,1,0.000424,54.0,254716.98113207548,108.0,0.0,1,0,28265398,1695923880
10.10.20.147,10.10.20.20,51123,53,17,2,1,1,168,76,92,168,76,92,1695915945071202000,1695915945642005000,570803000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00019584587,0,1,0.570803,84.0,294.32220923856397,0.8260869565217391,1.2105263157894737,1,1,28265265,1695915900
10.10.20.147,10.10.20.20,62724,53,17,2,1,1,168,76,92,168,76,92,1695919282944278000,1695919282959621000,15343000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00013301036,0,1,0.015343,84.0,10949.618718633905,0.8260869565217391,1.2105263157894737,1,1,28265321,1695919260
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695915889133892000,1695915892165311000,3031419000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.031419,110.0,108.85991016088505,330.0,0.0,1,1,28265264,1695915840
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695915926713092000,1695915987229049000,60515957000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.515957,62.5,8.262283615542922,1.0,1.0,1,0,28265265,1695915900
10.10.20.147,13.71.55.58,51082,443,6,1,1,0,54,54,0,54,54,0,1695929144130364000,1695929144130364000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,0,28265485,1695929100
10.10.20.147,157.245.106.203,51062,443,6,3,3,0,193,193,0,193,193,0,1695926621498465000,1695926621498870000,405000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333,0.002689278,0,1,0.000405,64.33333333333333,476543.20987654326,193.0,0.0,1,0,28265443,1695926580
10.10.20.147,10.10.20.20,55697,53,17,2,1,1,217,71,146,217,71,146,1695916908358732000,1695916908394558000,35826000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,108.5,0.00012998794,0,1,0.035826,108.5,6057.053536537711,0.4863013698630137,2.056338028169014,1,1,28265281,1695916860
10.10.20.147,10.10.20.255,138,138,17,1,1,0,243,243,0,243,243,0,1695915776235755000,1695915776235755000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,243.0,0.002644588,0,1,0.0,243.0,0.0,243.0,0.0,1,1,28265262,1695915720
157.245.106.203,10.10.20.147,443,50854,6,2,2,0,108,108,0,108,108,0,1695915706891740000,1695915706891763000,23000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.0,0.011105437,0,1,2.3e-05,54.0,4695652.173913044,108.0,0.0,1,1,28265261,1695915660
20.189.173.1,10.10.20.147,443,50942,6,2,2,0,108,108,0,108,108,0,1695920034400057000,1695920034475592000,75535000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.0,0.0018243655,0,1,0.075535,54.0,1429.8007546170647,108.0,0.0,1,1,28265333,1695919980
10.10.20.147,10.10.20.20,64928,53,17,2,1,1,254,77,177,254,77,177,1695916904835469000,1695916904875616000,40147000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,127.0,0.00012998794,0,1,0.040147,127.0,6326.74919670212,0.4350282485875706,2.2987012987012987,1,1,28265281,1695916860
10.10.20.147,10.10.20.20,56373,53,17,2,1,1,355,90,265,355,90,265,1695916906936887000,1695916907010952000,74065000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,177.5,0.00011726144,0,1,0.074065,177.5,4793.087153176264,0.33962264150943394,2.9444444444444446,1,1,28265281,1695916860
10.10.20.147,10.10.20.20,53578,53,17,2,1,1,194,89,105,194,89,105,1695918870213892000,1695918870214190000,298000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,97.0,0.00050924724,0,1,0.000298,97.0,651006.711409396,0.8476190476190476,1.1797752808988764,1,1,28265314,1695918840
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695915649119021000,1695915652165415000,3046394000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.046394,110.0,108.32479318170927,330.0,0.0,1,1,28265260,1695915600
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695915203585195000,1695915263976394000,60391199000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.391199,62.5,8.279352095658838,1.0,1.0,1,0,28265253,1695915180
10.10.20.147,10.10.20.20,50927,49669,6,17,10,7,5131,3628,1503,5131,3628,1503,1695919014035221000,1695919049003451000,34968230000,2,1,1,16,1,0,10,0,-,0,0,0,-,-,-,301.824,0.05365275,0,1,34.96823,301.8235294117647,146.7331918143984,2.413838988689288,0.41427783902976845,1,1,28265316,1695918960
10.10.20.147,141.98.80.158,51024,443,6,26,12,14,13221,5629,7592,13221,5629,7592,1695923968726811000,1695923969742030000,1015219000,2,1,1,25,1,0,8,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,508.5,0.998784,1,1,1.015219,508.5,13022.805916752935,0.7414383561643836,1.348729792147806,1,0,28265399,1695923940
10.10.20.147,10.10.20.20,57900,53,17,2,1,1,168,76,92,168,76,92,1695913209161872000,1695913209225748000,63876000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00011885788,0,1,0.063876,84.0,2630.0958106331013,0.8260869565217391,1.2105263157894737,1,1,28265220,1695913200
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695921289400383000,1695921292463225000,3062842000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.062842,110.0,107.74306999838713,330.0,0.0,1,1,28265354,1695921240
10.10.20.147,141.98.80.158,50986,443,6,1,1,0,54,54,0,54,54,0,1695923859517109000,1695923859517109000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.0,0.05866665,0,1,0.0,54.0,0.0,54.0,0.0,1,0,28265397,1695923820
10.10.20.147,104.208.16.89,50859,443,6,1,1,0,54,54,0,54,54,0,1695916434289398000,1695916434289398000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,0,28265273,1695916380
10.10.20.147,141.98.80.158,50997,443,6,349,52,297,427468,7931,419537,427468,7931,419537,1695923914838183000,1695923916496340000,1658157000,2,1,1,348,1,0,50,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,1224.837,0.9980824,1,1,1.658157,1224.836676217765,257797.06023012294,0.018904172933495736,52.898373471189004,1,0,28265398,1695923880
10.10.20.147,157.245.106.203,50824,443,6,3,3,0,193,193,0,193,193,0,1695912974173194000,1695912974173332000,138000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333,0.00086159044,0,1,0.000138,64.33333333333333,1398550.7246376812,193.0,0.0,1,0,28265216,1695912960
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695920971145169000,1695921032021555000,60876386000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.876386,62.5,8.213365359763637,1.0,1.0,1,0,28265349,1695920940
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695915564665461000,1695915625023369000,60357908000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.357908,62.5,8.2839186540395,1.0,1.0,1,0,28265259,1695915540
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695916249150901000,1695916252167543000,3016642000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.016642,110.0,109.39315967887472,330.0,0.0,1,1,28265270,1695916200
10.10.20.147,20.44.239.154,50806,443,6,1,1,0,54,54,0,54,54,0,1695912550556463000,1695912550556463000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,0,28265209,1695912540
10.10.20.147,52.109.20.47,50950,443,6,1,0,1,54,0,54,54,0,54,1695921645558430000,1695921645558430000,0,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.0,0.97581995,1,1,0.0,54.0,0.0,0.0,54.0,1,0,28265360,1695921600
52.162.222.96,10.10.20.147,443,50853,6,2,2,0,108,108,0,108,108,0,1695915533233263000,1695915533297244000,63981000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.0,0.0017398769,0,1,0.063981,54.0,1688.0011253340836,108.0,0.0,1,1,28265258,1695915480
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695923749448774000,1695923752542718000,3093944000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.093944,110.0,106.6599783318638,330.0,0.0,1,1,28265395,1695923700
10.10.20.147,10.10.20.20,56784,53,17,2,1,1,168,76,92,168,76,92,1695916550828031000,1695916550880633000,52602000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00011885788,0,1,0.052602,84.0,3193.79491274096,0.8260869565217391,1.2105263157894737,1,1,28265275,1695916500
