client_ip,server_ip,client_port,server_port,proto,packets_total,packets_c2s,packets_s2c,bytes_cap_total,bytes_cap_c2s,bytes_cap_s2c,bytes_wire_total,bytes_wire_c2s,bytes_wire_s2c,first_ts_ns,last_ts_ns,duration_ns,tcp_syn_total,tcp_syn_c2s,tcp_synack_s2c,tcp_ack_total,tcp_fin_total,tcp_rst_total,tcp_psh_total,tls_client_hello_c2s,ja4_legacy_version,ja4_cipher_suites_count,ja4_extensions_count,ja4_has_sni,ja4_alpn,ja4_cipher_suites,ja4_extensions,avg_wirelen_total
10.10.20.147,172.86.75.88,50900,443,6,2,2,0,108,108,0,108,108,0,1695917260130857000,1695917260131596000,739000,0,0,0,2,1,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,157.245.106.203,51073,443,6,3,3,0,193,193,0,193,193,0,1695928757476479000,1695928757476855000,376000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,10.10.20.20,50844,389,6,1,1,0,54,54,0,54,54,0,1695914637974639000,1695914637974639000,0,0,0,0,1,1,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,64016,53,17,2,1,1,227,76,151,227,76,151,1695923425077728000,1695923425078069000,341000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,113.500
10.10.20.147,224.0.0.251,5353,5353,17,2,2,0,172,172,0,172,172,0,1695917329214351000,1695917329214533000,182000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,86.000
157.245.106.203,10.10.20.147,443,50944,6,1,1,0,54,54,0,54,54,0,1695920559882293000,1695920559882293000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,13.107.22.239,50882,443,6,29,13,16,9544,1971,7573,9544,1971,7573,1695916907155377000,1695916929369535000,22214158000,2,1,1,28,1,0,12,1,0303,15,16,1,h2;http/1.1,1301;1302;1303;c02b;c02f;c02c;c030;cca9;cca8;c013;c014;009c;009d;002f;0035,000b;0010;0000;0017;0005;0033;0012;ff01;001b;4469;000a;002d;0023;000d;002b;0015,329.103
10.10.20.147,157.245.106.203,50966,443,6,3,3,0,193,193,0,193,193,0,1695922683301514000,1695922683301838000,324000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,10.10.20.20,59235,53,17,2,1,1,168,76,92,168,76,92,1695917763190325000,1695917763208080000,17755000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,20.189.173.2,50850,443,6,25,12,13,10758,3250,7508,10758,3250,7508,1695915529802334000,1695915639743956000,109941622000,2,1,1,24,1,0,9,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,430.320
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695915083288393000,1695915143645513000,60357120000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,141.98.80.158,51024,443,6,2,2,0,108,108,0,108,108,0,1695923969742520000,1695923969742851000,331000,0,0,0,2,1,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,13.107.22.239,50882,443,6,1,1,0,54,54,0,54,54,0,1695916929804015000,1695916929804015000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,157.245.106.203,50966,443,6,14,6,8,3018,836,2182,3018,836,2182,1695922616045709000,1695922683301056000,67255347000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.571
10.10.20.147,224.0.0.251,5353,5353,17,3,3,0,246,246,0,246,246,0,1695916906966311000,1695916909967838000,3001527000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,82.000
10.10.20.147,10.10.20.20,61862,53,17,2,1,1,308,154,154,308,154,154,1695919129254829000,1695919129255885000,1056000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,154.000
10.10.20.147,10.10.20.20,60575,53,17,2,1,1,427,112,315,427,112,315,1695916905330410000,1695916905500045000,169635000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,213.500
10.10.20.147,23.218.232.186,50876,443,6,24,11,13,10759,2487,8272,10759,2487,8272,1695916905289017000,1695916929362084000,24073067000,2,1,1,23,1,0,10,1,0303,15,16,1,h2;http/1.1,1301;1302;1303;c02b;c02f;c02c;c030;cca9;cca8;c013;c014;009c;009d;002f;0035,000d;000a;0023;000b;002d;0000;002b;0033;0010;0005;0017;4469;001b;0012;ff01;0015,448.292
10.10.20.147,141.98.80.158,51020,443,6,28,14,14,13670,6026,7644,13670,6026,7644,1695923958311410000,1695923959303476000,992066000,2,1,1,27,1,0,8,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,488.214
10.10.20.147,20.125.209.212,50890,443,6,30,13,17,11116,2778,8338,11116,2778,8338,1695916909437028000,1695916929359469000,19922441000,2,1,1,29,1,0,13,1,0303,15,16,1,h2;http/1.1,1301;1302;1303;c02b;c02f;c02c;c030;cca9;cca8;c013;c014;009c;009d;002f;0035,0017;0010;000d;000b;0005;001b;0033;0000;002b;4469;0023;0012;002d;000a;ff01;0015,370.533
10.10.20.147,10.10.20.20,53852,53,17,2,1,1,313,79,234,313,79,234,1695916905226471000,1695916905276578000,50107000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,156.500
10.10.20.147,204.79.197.203,50883,443,6,1,1,0,54,54,0,54,54,0,1695916929764174000,1695916929764174000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,23.221.22.208,50884,443,6,1,1,0,54,54,0,54,54,0,1695916929439268000,1695916929439268000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,131.253.33.239,50867,443,6,1,1,0,54,54,0,54,54,0,1695916905057575000,1695916905057575000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695914842019868000,1695914903004417000,60984549000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
157.245.106.203,10.10.20.147,443,51054,6,2,2,0,108,108,0,108,108,0,1695926016621235000,1695926016621267000,32000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695914989145442000,1695914992208532000,3063090000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,141.98.80.158,51003,443,6,2,2,0,108,108,0,108,108,0,1695923930487854000,1695923930488506000,652000,0,0,0,2,1,0,0,0,-,0,0,0,-,-,-,54.000
172.86.75.88,10.10.20.147,443,50900,6,1,1,0,54,54,0,54,54,0,1695917260131756000,1695917260131756000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,51051,49686,6,9,6,3,2888,1586,1302,2888,1586,1302,1695925772282383000,1695925787188103000,14905720000,2,1,1,8,1,0,4,0,-,0,0,0,-,-,-,320.889
10.10.20.147,157.245.106.203,50862,443,6,3,3,0,193,193,0,193,193,0,1695916923394894000,1695916923395187000,293000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
157.245.106.203,10.10.20.147,443,50910,6,2,2,0,108,108,0,108,108,0,1695918140774124000,1695918140774248000,124000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,55966,53,17,2,1,1,168,76,92,168,76,92,1695913511602197000,1695913511639337000,37140000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,40.126.28.20,50874,443,6,19,10,9,7294,1520,5774,7294,1520,5774,1695916905025234000,1695916905602234000,577000000,2,1,1,18,0,1,7,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,383.895
10.10.20.20,10.10.20.147,389,50871,6,1,1,0,54,54,0,54,54,0,1695916904943661000,1695916904943661000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.20,10.10.20.147,389,50872,6,1,1,0,54,54,0,54,54,0,1695916904943359000,1695916904943359000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,50337,53,17,2,1,1,371,76,295,371,76,295,1695919171567429000,1695919171590167000,22738000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,185.500
10.10.20.147,10.10.20.20,50870,49669,6,23,13,10,6707,4318,2389,6707,4318,2389,1695916904923699000,1695916905600092000,676393000,2,1,1,22,0,1,16,0,-,0,0,0,-,-,-,291.609
13.107.246.57,10.10.20.147,443,50879,6,2,2,0,108,108,0,108,108,0,1695916929359082000,1695916929737593000,378511000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,61831,53,17,2,1,1,232,78,154,232,78,154,1695916904825228000,1695916904825619000,391000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.000
10.10.20.147,224.0.0.252,54281,5355,17,1,1,0,75,75,0,75,75,0,1695924529525272000,1695924529525272000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,75.000
10.10.20.147,10.10.20.20,55256,53,17,2,1,1,168,76,92,168,76,92,1695916856194807000,1695916856197794000,2987000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,10.10.20.20,58222,53,17,4,3,1,379,228,151,379,228,151,1695916816339496000,1695916819899404000,3559908000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,94.750
10.10.20.147,10.10.20.20,57608,53,17,2,1,1,232,78,154,232,78,154,1695916816338615000,1695916816339081000,466000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.000
10.10.20.147,40.99.168.194,50953,443,6,3,3,0,193,193,0,193,193,0,1695921523327181000,1695921523327614000,433000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,10.10.20.20,50894,135,6,1,1,0,54,54,0,54,54,0,1695916949651680000,1695916949651680000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,72.21.81.240,51081,80,6,14,7,7,2493,1240,1253,2493,1240,1253,1695929094730583000,1695929154892256000,60161673000,2,1,1,13,1,0,6,0,-,0,0,0,-,-,-,178.071
10.10.20.147,13.107.22.239,50878,443,6,47,12,35,40194,1931,38263,40194,1931,38263,1695916906884763000,1695916929369456000,22484693000,2,1,1,46,1,0,12,1,0303,15,16,1,h2;http/1.1,1301;1302;1303;c02b;c02f;c02c;c030;cca9;cca8;c013;c014;009c;009d;002f;0035,0005;000d;001b;002b;0010;0017;0033;ff01;0000;4469;002d;0023;0012;000a;000b;0015,855.191
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695922069398163000,1695922072444999000,3046836000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,10.10.20.20,52550,53,17,2,1,1,259,77,182,259,77,182,1695917969427055000,1695917970016995000,589940000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,129.500
10.10.20.147,141.98.80.158,51026,443,6,1,1,0,54,54,0,54,54,0,1695923970922077000,1695923970922077000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,40.126.28.12,51094,443,6,19,10,9,7295,1520,5775,7295,1520,5775,1695930204951165000,1695930205734427000,783262000,2,1,1,18,0,1,7,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,383.947
10.10.20.147,10.10.20.255,138,138,17,1,1,0,243,243,0,243,243,0,1695916498927785000,1695916498927785000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,243.000
10.10.20.147,10.10.20.20,61163,53,17,2,1,1,318,89,229,318,89,229,1695916433783583000,1695916433849875000,66292000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,159.000
10.10.20.147,10.10.20.20,51051,49686,6,1,1,0,54,54,0,54,54,0,1695925787189108000,1695925787189108000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,157.245.106.203,50862,443,6,14,6,8,3014,832,2182,3014,832,2182,1695916856198730000,1695916923394597000,67195867000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.286
10.10.20.147,172.86.75.88,50900,443,6,40,19,21,3293,2129,1164,3293,2129,1164,1695917188760069000,1695917260130414000,71370345000,2,1,1,39,1,0,20,0,-,0,0,0,-,-,-,82.325
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695916408700046000,1695916469060030000,60359984000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695912429368263000,1695912489758215000,60389952000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695912411195891000,1695912529709902000,118514011000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,192.229.211.108,50933,80,6,1,1,0,54,54,0,54,54,0,1695919292181011000,1695919292181011000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,224.0.0.252,54374,5355,17,1,1,0,75,75,0,75,75,0,1695928129745619000,1695928129745619000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,75.000
10.10.20.147,10.10.20.20,58835,53,17,2,1,1,168,76,92,168,76,92,1695922313403236000,1695922313454614000,51378000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,10.10.20.1,137,137,17,6,6,0,660,660,0,660,660,0,1695916369153242000,1695916432215125000,63061883000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695917449218871000,1695917452249640000,3030769000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,224.0.0.251,5353,5353,17,2,2,0,172,172,0,172,172,0,1695929029671123000,1695929029671306000,183000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,86.000
10.10.20.147,10.10.20.20,49423,53,17,2,1,1,217,71,146,217,71,146,1695916907556076000,1695916907595721000,39645000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,108.500
10.10.20.147,10.10.20.20,60832,53,17,2,1,1,308,154,154,308,154,154,1695916429147942000,1695916429149332000,1390000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,154.000
10.10.20.147,10.10.20.20,59582,53,17,2,1,1,257,89,168,257,89,168,1695916429145915000,1695916429146340000,425000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,128.500
10.10.20.147,141.98.80.158,51004,443,6,27,12,15,13763,5771,7992,13763,5771,7992,1695923932029624000,1695923933078567000,1048943000,2,1,1,26,1,0,11,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,509.741
10.10.20.147,157.245.106.203,50857,443,6,14,6,8,3014,832,2182,3014,832,2182,1695916248570164000,1695916315860473000,67290309000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.286
141.98.80.158,10.10.20.147,443,50987,6,1,1,0,54,54,0,54,54,0,1695923865550235000,1695923865550235000,0,0,0,0,1,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,54178,53,17,2,1,1,232,78,154,232,78,154,1695916209231278000,1695916209231748000,470000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.000
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695916168026335000,1695916228400697000,60374362000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695916047182579000,1695916108073923000,60891344000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,10.10.20.1,137,137,17,4,4,0,440,440,0,440,440,0,1695912651265500000,1695912771246987000,119981487000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,131.253.33.239,50868,443,6,46,20,26,15046,3540,11506,15046,3540,11506,1695916904914259000,1695916929358862000,24444603000,2,1,1,45,1,0,22,1,0303,15,16,1,h2;http/1.1,1301;1302;1303;c02b;c02f;c02c;c030;cca9;cca8;c013;c014;009c;009d;002f;0035,0023;002d;0010;4469;0000;ff01;0033;000a;000d;0012;002b;001b;0017;000b;0005;0015,327.087
10.10.20.147,10.10.20.20,123,123,17,2,1,1,324,162,162,324,162,162,1695916038353490000,1695916038355155000,1665000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,162.000
10.10.20.147,10.10.20.20,53342,53,17,2,1,1,184,76,108,184,76,108,1695912234730212000,1695912236588633000,1858421000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,92.000
10.10.20.147,224.0.0.252,50752,5355,17,1,1,0,75,75,0,75,75,0,1695927229695596000,1695927229695596000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,75.000
10.10.20.147,157.245.106.203,50856,443,6,1,1,0,54,54,0,54,54,0,1695916013579557000,1695916013579557000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,157.245.106.203,51083,443,6,3,3,0,193,193,0,193,193,0,1695929362109298000,1695929362109603000,305000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,141.98.80.158,51000,443,6,2,2,0,108,108,0,108,108,0,1695923922955140000,1695923922955564000,424000,0,0,0,2,1,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,51123,53,17,2,1,1,168,76,92,168,76,92,1695915945071202000,1695915945642005000,570803000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,10.10.20.20,62724,53,17,2,1,1,168,76,92,168,76,92,1695919282944278000,1695919282959621000,15343000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695915889133892000,1695915892165311000,3031419000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695915926713092000,1695915987229049000,60515957000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,13.71.55.58,51082,443,6,1,1,0,54,54,0,54,54,0,1695929144130364000,1695929144130364000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,157.245.106.203,51062,443,6,3,3,0,193,193,0,193,193,0,1695926621498465000,1695926621498870000,405000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,10.10.20.20,55697,53,17,2,1,1,217,71,146,217,71,146,1695916908358732000,1695916908394558000,35826000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,108.500
10.10.20.147,10.10.20.255,138,138,17,1,1,0,243,243,0,243,243,0,1695915776235755000,1695915776235755000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,243.000
157.245.106.203,10.10.20.147,443,50854,6,2,2,0,108,108,0,108,108,0,1695915706891740000,1695915706891763000,23000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.000
20.189.173.1,10.10.20.147,443,50942,6,2,2,0,108,108,0,108,108,0,1695920034400057000,1695920034475592000,75535000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,64928,53,17,2,1,1,254,77,177,254,77,177,1695916904835469000,1695916904875616000,40147000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,127.000
10.10.20.147,10.10.20.20,56373,53,17,2,1,1,355,90,265,355,90,265,1695916906936887000,1695916907010952000,74065000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,177.500
10.10.20.147,10.10.20.20,53578,53,17,2,1,1,194,89,105,194,89,105,1695918870213892000,1695918870214190000,298000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,97.000
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695915649119021000,1695915652165415000,3046394000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695915203585195000,1695915263976394000,60391199000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,10.10.20.20,50927,49669,6,17,10,7,5131,3628,1503,5131,3628,1503,1695919014035221000,1695919049003451000,34968230000,2,1,1,16,1,0,10,0,-,0,0,0,-,-,-,301.824
10.10.20.147,141.98.80.158,51024,443,6,26,12,14,13221,5629,7592,13221,5629,7592,1695923968726811000,1695923969742030000,1015219000,2,1,1,25,1,0,8,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,508.500
10.10.20.147,10.10.20.20,57900,53,17,2,1,1,168,76,92,168,76,92,1695913209161872000,1695913209225748000,63876000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695921289400383000,1695921292463225000,3062842000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,141.98.80.158,50986,443,6,1,1,0,54,54,0,54,54,0,1695923859517109000,1695923859517109000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,104.208.16.89,50859,443,6,1,1,0,54,54,0,54,54,0,1695916434289398000,1695916434289398000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,141.98.80.158,50997,443,6,349,52,297,427468,7931,419537,427468,7931,419537,1695923914838183000,1695923916496340000,1658157000,2,1,1,348,1,0,50,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,1224.837
10.10.20.147,157.245.106.203,50824,443,6,3,3,0,193,193,0,193,193,0,1695912974173194000,1695912974173332000,138000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695920971145169000,1695921032021555000,60876386000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695915564665461000,1695915625023369000,60357908000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695916249150901000,1695916252167543000,3016642000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,20.44.239.154,50806,443,6,1,1,0,54,54,0,54,54,0,1695912550556463000,1695912550556463000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,52.109.20.47,50950,443,6,1,0,1,54,0,54,54,0,54,1695921645558430000,1695921645558430000,0,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.000
52.162.222.96,10.10.20.147,443,50853,6,2,2,0,108,108,0,108,108,0,1695915533233263000,1695915533297244000,63981000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695923749448774000,1695923752542718000,3093944000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,10.10.20.20,56784,53,17,2,1,1,168,76,92,168,76,92,1695916550828031000,1695916550880633000,52602000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,52.162.222.96,50853,443,6,26,11,15,9913,2888,7025,9913,2888,7025,1695915532843193000,1695915533233130000,389937000,2,1,1,25,1,0,11,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,381.269
10.10.20.147,10.10.20.20,51061,445,6,28,16,12,8122,5638,2484,8122,5638,2484,1695926332133816000,1695926342881498000,10747682000,2,1,1,27,0,1,18,0,-,0,0,0,-,-,-,290.071
10.10.20.147,52.109.20.47,50950,443,6,18,7,11,9225,1003,8222,9225,1003,8222,1695921520356754000,1695921521186696000,829942000,2,1,1,17,0,0,6,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,512.500
10.10.20.147,10.10.20.20,64133,53,17,2,1,1,255,85,170,255,85,170,1695915532803816000,1695915532842073000,38257000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,127.500
10.10.20.147,10.10.20.20,52465,53,17,2,1,1,168,76,92,168,76,92,1695928992444197000,1695928992501848000,57651000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,157.245.106.203,50947,443,6,3,3,0,193,193,0,193,193,0,1695921171032697000,1695921171032950000,253000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,10.10.20.1,137,137,17,6,6,0,660,660,0,660,660,0,1695928069762171000,1695928132778713000,63016542000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,10.10.20.20,54124,389,17,6,3,3,1491,789,702,1491,789,702,1695916904908494000,1695916904932764000,24270000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,248.500
10.10.20.147,157.245.106.203,51074,443,6,16,7,9,3157,921,2236,3157,921,2236,1695928992502553000,1695929059826448000,67323895000,2,1,1,15,1,0,9,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,197.312
10.10.20.147,10.10.20.20,59904,53,17,2,1,1,168,76,92,168,76,92,1695919887485862000,1695919887549305000,63443000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695919156097947000,1695919217144883000,61046936000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
20.42.73.24,10.10.20.147,443,50908,6,2,2,0,108,108,0,108,108,0,1695917836474751000,1695917836562583000,87832000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
