client_ip,server_ip,client_port,server_port,proto,packets_total,packets_c2s,packets_s2c,bytes_cap_total,bytes_cap_c2s,bytes_cap_s2c,bytes_wire_total,bytes_wire_c2s,bytes_wire_s2c,first_ts_ns,last_ts_ns,duration_ns,tcp_syn_total,tcp_syn_c2s,tcp_synack_s2c,tcp_ack_total,tcp_fin_total,tcp_rst_total,tcp_psh_total,tls_client_hello_c2s,ja4_legacy_version,ja4_cipher_suites_count,ja4_extensions_count,ja4_has_sni,ja4_alpn,ja4_cipher_suites,ja4_extensions,avg_wirelen_total
10.10.20.147,10.10.20.20,62392,53,17,2,1,1,168,76,92,168,76,92,1695927162196021000,1695927163624555000,1428534000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,10.10.20.20,55294,53,17,2,1,1,345,83,262,345,83,262,1695923694541642000,1695923694623166000,81524000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,172.500
10.10.20.147,155.138.160.67,50791,80,6,371,101,270,385783,5550,380233,385783,5550,380233,1695912230441287000,1695912231102648000,661361000,2,1,1,370,1,0,121,0,-,0,0,0,-,-,-,1039.846
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695921694767607000,1695921755188917000,60421310000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
141.98.80.158,10.10.20.147,443,50992,6,2,1,1,108,54,54,108,54,54,1695923890388701000,1695923890388778000,77000,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,55518,53,17,2,1,1,232,78,154,232,78,154,1695912605986961000,1695912605987257000,296000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.000
10.10.20.147,13.85.23.86,50799,443,6,56,19,37,42175,1784,40391,42175,1784,40391,1695912536622587000,1695912536925422000,302835000,2,1,1,55,1,0,20,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,753.125
10.10.20.147,10.10.20.20,49722,53,17,2,1,1,232,78,154,232,78,154,1695921624862899000,1695921624863342000,443000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.000
10.10.20.147,172.67.202.41,50783,80,6,9,5,4,2310,712,1598,2310,712,1598,1695912159875763000,1695912168623986000,8748223000,2,1,1,8,1,0,3,0,-,0,0,0,-,-,-,256.667
10.10.20.147,152.195.19.97,50877,443,6,43,17,26,24064,2352,21712,24064,2352,21712,1695916905501005000,1695916929358374000,23857369000,2,1,1,42,1,0,18,1,0303,15,16,1,h2;http/1.1,1301;1302;1303;c02b;c02f;c02c;c030;cca9;cca8;c013;c014;009c;009d;002f;0035,4469;000d;0010;0023;000b;0005;002b;000a;ff01;0000;001b;0017;002d;0012;0033;0015,559.628
10.10.20.147,157.245.106.203,50943,443,6,14,6,8,3014,832,2182,3014,832,2182,1695920189935992000,1695920257496086000,67560094000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.286
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695916946321563000,1695917006695722000,60374159000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,10.10.20.20,58898,53,17,3,2,1,303,152,151,303,152,151,1695912605987563000,1695912608831402000,2843839000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,101.000
51.104.15.253,10.10.20.147,443,51076,6,2,2,0,108,108,0,108,108,0,1695929034832376000,1695929034980892000,148516000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,23.222.241.146,50937,443,6,30,14,16,11817,3162,8655,11817,3162,8655,1695919433173894000,1695919493495883000,60321989000,2,1,1,29,0,1,10,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,393.900
10.10.20.147,10.10.20.20,59597,389,17,2,1,1,497,263,234,497,263,234,1695913769342799000,1695913769343034000,235000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,248.500
10.10.20.147,10.10.20.20,50926,135,6,9,6,3,1214,664,550,1214,664,550,1695919014033358000,1695919029002233000,14968875000,2,1,1,8,1,0,4,0,-,0,0,0,-,-,-,134.889
23.221.22.208,10.10.20.147,443,50884,6,5,4,1,3778,3724,54,3778,3724,54,1695916929359824000,1695916929439229000,79405000,0,0,0,5,0,1,1,0,-,0,0,0,-,-,-,755.600
10.10.20.147,224.0.0.251,5353,5353,17,2,2,0,172,172,0,172,172,0,1695913729003246000,1695913729003366000,120000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,86.000
10.10.20.147,52.252.198.186,50800,443,6,88,35,53,58617,26756,31861,58617,26756,31861,1695912537440530000,1695912538700902000,1260372000,2,1,1,87,1,0,22,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,666.102
10.10.20.147,157.245.102.160,50793,443,6,3,3,0,193,193,0,193,193,0,1695912369337851000,1695912369339951000,2100000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
157.245.106.203,10.10.20.147,443,50794,6,3,3,0,162,162,0,162,162,0,1695912371919640000,1695912371919828000,188000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,224.0.0.252,63725,5355,17,1,1,0,75,75,0,75,75,0,1695912829003908000,1695912829003908000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,75.000
10.10.20.147,20.189.173.5,50825,443,6,47,21,26,17942,11243,6699,17942,11243,6699,1695912936162364000,1695912936768088000,605724000,2,1,1,46,1,0,17,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,381.745
10.10.20.20,10.10.20.147,389,50915,6,1,1,0,54,54,0,54,54,0,1695918238647601000,1695918238647601000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.000
23.222.241.187,10.10.20.147,443,50951,6,2,2,0,108,108,0,108,108,0,1695921521420087000,1695921521420253000,166000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,59595,53,17,2,1,1,308,154,154,308,154,154,1695913729004471000,1695913729006063000,1592000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,154.000
20.42.65.89,10.10.20.147,443,51041,6,2,2,0,108,108,0,108,108,0,1695925434752434000,1695925434846360000,93926000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,157.245.106.203,50839,443,6,1,1,0,54,54,0,54,54,0,1695914495402814000,1695914495402814000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.1,137,137,17,6,6,0,660,660,0,660,660,0,1695919069269832000,1695919132270486000,63000654000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,10.10.20.20,50842,135,6,10,6,4,1704,832,872,1704,832,872,1695914637953664000,1695914637976924000,23260000,2,1,1,9,0,1,6,0,-,0,0,0,-,-,-,170.400
10.10.20.147,10.10.20.20,57158,53,17,2,1,1,375,83,292,375,83,292,1695914697366053000,1695914697433927000,67874000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,187.500
10.10.20.147,20.42.65.89,51041,443,6,1,1,0,54,54,0,54,54,0,1695925434846837000,1695925434846837000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,141.98.80.158,51013,443,6,1,1,0,54,54,0,54,54,0,1695923948395063000,1695923948395063000,0,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,104.21.85.40,50792,80,6,1,1,0,54,54,0,54,54,0,1695912343713179000,1695912343713179000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695923329464522000,1695923332480103000,3015581000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
141.98.80.158,10.10.20.147,443,51011,6,2,1,1,108,54,54,108,54,54,1695923942588651000,1695923942588847000,196000,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,54662,53,17,2,1,1,168,76,92,168,76,92,1695912906838357000,1695912906850492000,12135000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,10.10.20.20,60884,53,17,2,1,1,257,89,168,257,89,168,1695918229236181000,1695918229236685000,504000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,128.500
10.10.20.147,10.10.20.20,51079,389,6,19,11,8,7411,3512,3899,7411,3512,3899,1695929038910287000,1695929038922525000,12238000,2,1,1,18,1,0,11,0,-,0,0,0,-,-,-,390.053
10.10.20.147,157.245.106.203,50857,443,6,4,3,1,247,193,54,247,193,54,1695916315861003000,1695916315861551000,548000,0,0,0,4,1,0,1,0,-,0,0,0,-,-,-,61.750
10.10.20.147,157.245.106.203,50968,443,6,4,3,1,247,193,54,247,193,54,1695922985691893000,1695922985692191000,298000,0,0,0,4,1,0,1,0,-,0,0,0,-,-,-,61.750
10.10.20.20,10.10.20.147,389,51057,6,2,2,0,108,108,0,108,108,0,1695926096787944000,1695926096788188000,244000,0,0,0,2,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,20.189.173.1,50942,443,6,27,12,15,8537,2745,5792,8537,2745,5792,1695920034032200000,1695920034399940000,367740000,2,1,1,26,1,0,11,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,316.185
10.10.20.147,10.10.20.255,137,137,17,3,3,0,276,276,0,276,276,0,1695912231113747000,1695912232621222000,1507475000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,92.000
10.10.20.147,10.10.20.20,62015,53,17,2,1,1,168,76,92,168,76,92,1695917158496641000,1695917158500086000,3445000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,20.195.152.132,50892,443,6,16,7,9,7979,1065,6914,7979,1065,6914,1695916909578256000,1695916929361915000,19783659000,2,1,1,15,1,0,5,1,0303,15,16,1,h2;http/1.1,1301;1302;1303;c02b;c02f;c02c;c030;cca9;cca8;c013;c014;009c;009d;002f;0035,001b;000d;0012;0000;ff01;000b;0010;0023;0005;002b;0017;0033;000a;002d;4469;0015,498.688
10.10.20.147,157.245.102.160,50793,443,6,20,8,12,4450,1588,2862,4450,1588,2862,1695912301080220000,1695912369337353000,68257133000,2,1,1,19,1,0,11,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,222.500
10.10.20.147,157.245.106.203,50794,443,6,146,14,132,184947,1186,183761,184947,1186,183761,1695912303637772000,1695912371919554000,68281782000,2,1,1,145,1,0,20,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,1266.760
52.252.198.186,10.10.20.147,443,50800,6,2,2,0,108,108,0,108,108,0,1695912538701050000,1695912538779497000,78447000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695922176273827000,1695922236681854000,60408027000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
20.44.239.154,10.10.20.147,443,50805,6,2,2,0,108,108,0,108,108,0,1695912546666213000,1695912546912170000,245957000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,157.245.106.203,50910,443,6,14,6,8,3014,832,2182,3014,832,2182,1695918073390272000,1695918140773569000,67383297000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.286
157.245.106.203,10.10.20.147,443,50945,6,2,2,0,108,108,0,108,108,0,1695920865468581000,1695920865468695000,114000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,53210,53,17,2,1,1,315,125,190,315,125,190,1695921838582277000,1695921838582626000,349000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,157.500
10.10.20.147,10.10.20.20,123,123,17,2,1,1,324,162,162,324,162,162,1695917062402024000,1695917062403589000,1565000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,162.000
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695916549152221000,1695916552231638000,3079417000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,20.246.247.192,50820,443,6,21,9,12,11347,2586,8761,11347,2586,8761,1695912687063055000,1695912687738239000,675184000,2,1,1,20,1,0,8,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,540.333
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695922849438645000,1695922852453725000,3015080000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,10.10.20.20,56267,53,17,2,1,1,315,89,226,315,89,226,1695912936109371000,1695912936161062000,51691000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,157.500
10.10.20.147,141.98.80.158,51001,443,6,28,13,15,13444,5716,7728,13444,5716,7728,1695923923066621000,1695923924061515000,994894000,2,1,1,27,1,0,10,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,480.143
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695927829741806000,1695927832788914000,3047108000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,10.10.20.20,51184,53,17,2,1,1,227,76,151,227,76,151,1695917419910302000,1695917419910663000,361000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,113.500
10.10.20.147,10.10.20.20,62391,53,17,2,1,1,168,76,92,168,76,92,1695914123889463000,1695914124233121000,343658000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,10.10.20.20,64040,53,17,2,1,1,270,91,179,270,91,179,1695912539011602000,1695912539062324000,50722000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,135.000
20.189.173.13,10.10.20.147,443,50804,6,2,2,0,108,108,0,108,108,0,1695912544639388000,1695912544726726000,87338000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,157.245.106.203,51073,443,6,14,6,8,3018,836,2182,3018,836,2182,1695928690124122000,1695928757475997000,67351875000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.571
10.10.20.147,10.10.20.20,50844,389,6,19,10,9,7411,3458,3953,7411,3458,3953,1695914637966704000,1695914637974625000,7921000,2,1,1,18,0,1,11,0,-,0,0,0,-,-,-,390.053
10.10.20.147,141.98.80.158,51015,443,6,27,12,15,13827,5771,8056,13827,5771,8056,1695923951934450000,1695923952937537000,1003087000,2,1,1,26,1,0,9,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,512.111
10.10.20.147,152.195.19.97,50877,443,6,1,1,0,54,54,0,54,54,0,1695916929719418000,1695916929719418000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
13.107.22.239,10.10.20.147,443,50878,6,2,2,0,108,108,0,108,108,0,1695916929369559000,1695916929801569000,432010000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,157.245.106.203,50916,443,6,14,6,8,3014,832,2182,3014,832,2182,1695918375837024000,1695918443366902000,67529878000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.286
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695914477260052000,1695914538118811000,60858759000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695914332058685000,1695914450572316000,118513631000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,10.10.20.20,64684,53,17,2,1,1,168,76,92,168,76,92,1695916232511670000,1695916233145077000,633407000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,10.10.20.20,50060,53,17,4,3,1,379,228,151,379,228,151,1695918019963279000,1695918024530627000,4567348000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,94.750
10.10.20.147,192.229.211.108,50909,80,6,8,5,3,1506,603,903,1506,603,903,1695917970020380000,1695918030114808000,60094428000,2,1,1,7,1,0,2,0,-,0,0,0,-,-,-,188.250
172.67.202.41,10.10.20.147,80,50783,6,2,2,0,108,108,0,108,108,0,1695912168624059000,1695912168666253000,42194000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,239.255.255.250,51267,1900,17,6,6,0,1074,1074,0,1074,1074,0,1695921829391718000,1695921844424710000,15032992000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,179.000
10.10.20.147,239.255.255.250,51267,1900,17,8,8,0,1432,1432,0,1432,1432,0,1695912564417981000,1695912570428069000,6010088000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,179.000
10.10.20.147,157.245.106.203,50971,443,6,3,3,0,193,193,0,193,193,0,1695923593543617000,1695923593543815000,198000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,224.0.0.251,5353,5353,17,2,2,0,172,172,0,172,172,0,1695918229236226000,1695918229236457000,231000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,86.000
10.10.20.147,157.245.106.203,51068,443,6,3,3,0,193,193,0,193,193,0,1695927533076148000,1695927533076443000,295000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,10.10.20.20,50903,88,6,10,6,4,4021,2078,1943,4021,2078,1943,1695917237183913000,1695917237187047000,3134000,2,1,1,9,1,0,2,0,-,0,0,0,-,-,-,402.100
10.10.20.147,157.245.106.203,51069,443,6,3,3,0,193,193,0,193,193,0,1695927839781721000,1695927839782042000,321000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,157.245.106.203,50796,443,6,16,7,9,3195,933,2262,3195,933,2262,1695912307906989000,1695912375046703000,67139714000,2,1,1,15,1,0,8,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,199.688
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695923089443773000,1695923092506552000,3062779000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,13.85.23.86,50798,443,6,58,20,38,43084,1837,41247,43084,1837,41247,1695912536242979000,1695912536559107000,316128000,2,1,1,57,1,0,23,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,742.828
10.10.20.147,172.86.75.88,50901,443,6,20,9,11,1569,956,613,1569,956,613,1695917223165204000,1695917260130420000,36965216000,2,1,1,19,1,0,10,0,-,0,0,0,-,-,-,78.450
10.10.20.147,157.245.106.203,50905,443,6,3,3,0,193,193,0,193,193,0,1695917528214901000,1695917528215260000,359000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695913753597459000,1695913814534936000,60937477000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
13.85.23.86,10.10.20.147,443,50798,6,2,2,0,108,108,0,108,108,0,1695912536559215000,1695912536616871000,57656000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,56022,53,17,2,1,1,247,86,161,247,86,161,1695917237019620000,1695917237063060000,43440000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,123.500
10.10.20.147,10.10.20.20,51049,53,17,2,1,1,257,89,168,257,89,168,1695925429615785000,1695925429616039000,254000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,128.500
40.126.7.35,10.10.20.147,443,50852,6,2,2,0,108,108,0,108,108,0,1695915532707843000,1695915532707941000,98000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.000
104.208.16.89,10.10.20.147,443,50859,6,2,2,0,108,108,0,108,108,0,1695916434235157000,1695916434289178000,54021000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,63157,53,17,2,1,1,202,69,133,202,69,133,1695916909319409000,1695916909394624000,75215000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,101.000
10.10.20.20,10.10.20.147,389,50928,6,1,1,0,54,54,0,54,54,0,1695919014720435000,1695919014720435000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,60447,53,17,2,1,1,168,76,92,168,76,92,1695929597148361000,1695929597156295000,7934000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,224.0.0.251,5353,5353,17,2,2,0,172,172,0,172,172,0,1695921829390903000,1695921829391210000,307000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,86.000
10.10.20.147,157.245.106.203,51069,443,6,15,6,9,3072,836,2236,3072,836,2236,1695927772596508000,1695927839781261000,67184753000,2,1,1,14,1,0,8,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,204.800
10.10.20.147,157.245.106.203,50796,443,6,3,3,0,193,193,0,193,193,0,1695912375047197000,1695912375047540000,343000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,10.10.20.20,49245,53,17,2,1,1,375,83,292,375,83,292,1695918759922314000,1695918759938522000,16208000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,187.500
10.10.20.147,224.0.0.252,59221,5355,17,1,1,0,75,75,0,75,75,0,1695925429614941000,1695925429614941000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,75.000
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695923989454892000,1695923992499657000,3044765000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,13.85.23.86,50798,443,6,1,1,0,54,54,0,54,54,0,1695912536617017000,1695912536617017000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,150.171.32.254,51102,443,6,31,14,17,10099,1680,8419,10099,1680,8419,1695930402359181000,1695930402779737000,420556000,2,1,1,30,0,0,12,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,325.774
10.10.20.147,224.0.0.252,60748,5355,17,1,1,0,75,75,0,75,75,0,1695913729003711000,1695913729003711000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,75.000
10.10.20.147,10.10.20.20,61935,53,17,2,1,1,260,86,174,260,86,174,1695912536188526000,1695912536240021000,51495000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,130.000
10.10.20.147,10.10.20.20,59965,389,17,2,1,1,496,262,234,496,262,234,1695925772738780000,1695925772739170000,390000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,248.000
10.10.20.147,10.10.20.20,60445,53,17,2,1,1,315,89,226,315,89,226,1695923634081195000,1695923634117609000,36414000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,157.500
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695912790480491000,1695912850885585000,60405094000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
13.85.23.86,10.10.20.147,443,50799,6,3,2,1,204,150,54,204,150,54,1695912536925536000,1695912536972024000,46488000,0,0,0,3,0,1,1,0,-,0,0,0,-,-,-,68.000
10.10.20.147,141.98.80.158,50994,443,6,29,14,15,13829,5879,7950,13829,5879,7950,1695923899959183000,1695923901199388000,1240205000,2,1,1,28,1,0,11,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,476.862
10.10.20.147,157.245.106.203,50848,443,6,3,3,0,193,193,0,193,193,0,1695915101401312000,1695915101401609000,297000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695924889552790000,1695924892661347000,3108557000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,20.189.173.13,50801,443,6,26,11,15,8539,2747,5792,8539,2747,5792,1695912538434275000,1695912539064918000,630643000,2,1,1,25,1,0,11,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,328.423
10.10.20.147,10.10.20.20,63770,53,17,2,1,1,318,91,227,318,91,227,1695912545100020000,1695912545127777000,27757000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,159.000
10.10.20.147,157.245.106.203,50907,443,6,14,6,8,3014,832,2182,3014,832,2182,1695917763208884000,1695917830398129000,67189245000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.286
10.10.20.20,10.10.20.147,389,50845,6,1,1,0,54,54,0,54,54,0,1695914637974527000,1695914637974527000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.20,10.10.20.147,389,50929,6,1,1,0,54,54,0,54,54,0,1695919014714127000,1695919014714127000,0,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.000
