client_ip,server_ip,client_port,server_port,proto,packets_total,packets_c2s,packets_s2c,bytes_wire_total,bytes_wire_c2s,bytes_wire_s2c,duration_ms,tcp_syn_total,tcp_ack_total,tcp_fin_total,tcp_rst_total,tcp_psh_total,tls_client_hello_c2s,ja4_present,ja4_legacy_version,ja4_cipher_suites_count,ja4_extensions_count,ja4_has_sni,ja4_alpn,ja4_cipher_suites,ja4_extensions
127.0.0.1,127.0.0.1,58778,25,6,38,18,20,7156,2643,4513,59019.83768,2,37,2,0,17,1,1,0303,98,5,0,none,c030;c02c;c028;c024;c014;c00a;00a5;00a3;00a1;009f;006b;006a;0069;0068;0039;0038;0037;0036;0088;0087;0086;0085;c032;c02e;c02a;c026;c00f;c005;009d;003d;0035;0084;c02f;c02b;c027;c023;c013;c009;00a4;00a2;00a0;009e;0067;0040;003f;003e;0033;0032;0031;0030;009a;0099;0098;0097;0045;0044;0043;0042;c031;c02d;c029;c025;c00e;c004;009c;003c;002f;0096;0041;0007;c011;c007;c00c;c002;0005;0004;c012;c008;0016;0013;0010;000d;c00d;c003;000a;0015;0012;000f;000c;0009;0014;0011;000e;000b;0008;0006;0003;00ff,000b;000a;0023;000d;000f
